feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PL3_3.hmm	group	T_712	0.337419229901683	0.0572055160915358	42	0	7.84806498532576e-07	0.00131612049803913
PL10_2.hmm	group	T_712	-1.38168715830538	0.262041992382129	42	3	5.64689391415306e-06	0.00473492054701734
CBM47.hmm	group	T_712	-0.688888965576438	0.140694825525047	42	34	1.83437860668586e-05	0.010254176411374
CBM11.hmm	group	T_712	-1.08190480546804	0.236528621374631	42	14	4.97332414400945e-05	0.0174206286366086
PL11.hmm	group	T_712	-0.342923018411505	0.0752028930940531	42	42	5.19398587853566e-05	0.0174206286366086
PL1.hmm	group	T_712	-0.747656285365267	0.168921612683285	42	42	7.82691360487444e-05	0.021876223525624
GH125.hmm	group	T_712	0.237939563557452	0.0548229669562625	42	42	0.000101664986048941	0.0243560259434392
CE15.hmm	group	T_712	-0.392934763572276	0.0920365513433862	42	42	0.000125997098071164	0.0260598155462409
GH107.hmm	group	T_712	-1.11648079990572	0.264152675609224	42	0	0.000143330199026874	0.0260598155462409
GH133.hmm	group	T_712	-0.238860878515193	0.0570986102289941	42	42	0.00016331385349326	0.0260598155462409
GH43_17.hmm	group	T_712	-0.626036655087186	0.15019609753494	42	40	0.000170934985693888	0.0260598155462409
CBM11.hmm	group	T_722	-0.98423092968462	0.242094762246053	42	14	0.000232414025320625	0.0266274318100161
GH47.hmm	group	T_712	0.28155826028236	0.0700643205083285	42	42	0.00026724259911945	0.0266274318100161
GH52.hmm	group	T_712	-1.08057785554904	0.26416021321455	42	13	0.00021561445611205	0.0266274318100161
PL11_2.hmm	group	T_712	-0.61588890408254	0.153011251448748	42	41	0.000262087754735089	0.0266274318100161
PL15_1.hmm	group	T_712	-2.61179782890626	0.650476800816464	42	0	0.000269926261639996	0.0266274318100161
PL26.hmm	group	T_712	-0.457381624440872	0.111049019936831	42	42	0.000198223760332423	0.0266274318100161
GT89.hmm	group	T_712	-0.286543278506445	0.0720998906077272	42	42	0.000304784562045711	0.0283957616972587
GH5_36.hmm	group	T_712	-0.468022202860362	0.119309201801258	42	25	0.000354867824224154	0.0313217548012582
PL20.hmm	group	T_712	-0.629422497443153	0.163669179698895	42	29	0.000445079441335623	0.037319911155992
CE12.hmm	group	T_712	-0.293901977446443	0.0788512061433198	42	42	0.000628431588364052	0.0405557921863372
GH100.hmm	group	T_712	-0.677737748410667	0.180326586925137	42	41	0.000574214795229575	0.0405557921863372
GH145.hmm	group	T_712	-0.296664842008613	0.0784092463765561	42	42	0.000533692097981845	0.0405557921863372
GH43_11.hmm	group	T_712	-0.289372368088549	0.0771443881510824	42	42	0.000586593430725365	0.0405557921863372
GH66.hmm	group	T_712	0.172694296721941	0.0464351454316121	42	42	0.000643639120200813	0.0405557921863372
PL22_2.hmm	group	T_712	-0.555537459150431	0.149576141743563	42	42	0.000652955509261244	0.0405557921863372
PL6_2.hmm	group	T_712	-0.552612393811733	0.147748900825158	42	42	0.000605335762965986	0.0405557921863372
