feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
CBM11.hmm	group	T_GUS	1.06665392103567	0.196504063292224	21	0	3.08319530932758e-05	0.0101177222631551
CBM47.hmm	group	T_GUS	0.67363808114407	0.151001477813301	21	1	0.000267800486415064	0.0101177222631551
GH100.hmm	group	T_GUS	0.662486863978299	0.152128792899316	21	6	0.000341066994529106	0.0101177222631551
GH107.hmm	group	T_GUS	1.10122991547335	0.217301044258594	21	0	6.83509074628653e-05	0.0101177222631551
GH125.hmm	group	T_GUS	-0.25319044798982	0.0571426286278944	21	21	0.000286875967025708	0.0101177222631551
GH20.hmm	group	T_GUS	-0.146246995369236	0.0314117204166665	21	21	0.000172285452222843	0.0101177222631551
GH24.hmm	group	T_GUS	-0.287993623444619	0.0661927180679508	21	21	0.000344140213032485	0.0101177222631551
GH47.hmm	group	T_GUS	-0.296809144714729	0.0651103142797319	21	2	0.000214696617217995	0.0101177222631551
GH5_36.hmm	group	T_GUS	0.452771318427993	0.101608318504546	21	0	0.000270914514076101	0.0101177222631551
PL1_4.hmm	group	T_GUS	1.8145729973128	0.415767202542294	21	0	0.000333680411376286	0.0101177222631551
PL1.hmm	group	T_GUS	0.732405400932898	0.149970858816551	21	12	0.000103145083574985	0.0101177222631551
PL10_2.hmm	group	T_GUS	1.36643627387301	0.27459916183767	21	0	8.38574393860082e-05	0.0101177222631551
PL11.hmm	group	T_GUS	0.327672133979136	0.070924203673197	21	21	0.000186801102550707	0.0101177222631551
PL20.hmm	group	T_GUS	0.614171613010784	0.127551801789021	21	0	0.000120317155917661	0.0101177222631551
PL26.hmm	group	T_GUS	0.442130740008503	0.10010569884661	21	21	0.000296294455300654	0.0101177222631551
CE15.hmm	group	T_GUS	0.377683879139908	0.0889716643287885	21	21	0.000437987859328053	0.0111988193715894
GH52.hmm	group	T_GUS	1.06532697111667	0.251611487126787	21	0	0.000449086929879073	0.0111988193715894
GH66.hmm	group	T_GUS	-0.18794518115431	0.0444707460743818	21	1	0.000457094668228137	0.0111988193715894
AA3_1.hmm	group	T_GUS	-0.137075452202177	0.0326983826999849	21	21	0.000494123326108879	0.0114688624638956
GH43_17.hmm	group	T_GUS	0.610785770654817	0.147442101458656	21	1	0.000553305045635306	0.0122003762562585
CBM61.hmm	group	T_GUS	0.449956240462314	0.111071674819638	21	6	0.000681872233284739	0.0135415988053504
GH13_2.hmm	group	T_GUS	-0.300654040114484	0.0751793022570339	21	8	0.000767664331369069	0.0135415988053504
GH5_13.hmm	group	T_GUS	-0.257349867416287	0.0642147998086411	21	21	0.000752935210610979	0.0135415988053504
GT14.hmm	group	T_GUS	-0.30523704778315	0.0758891083453183	21	2	0.000728398110563572	0.0135415988053504
GT77.hmm	group	T_GUS	-0.666381287888403	0.164672400776721	21	0	0.000688656922858561	0.0135415988053504
PL11_2.hmm	group	T_GUS	0.600638019650171	0.151685237138493	21	6	0.000839948023939375	0.0142468107137409
CBM63.hmm	group	T_GUS	0.346492005412862	0.0890413047476303	21	0	0.000981991964462274	0.0142745295814235
GH13_36.hmm	group	T_GUS	-0.254558972344251	0.0648461633731491	21	21	0.000908162148372432	0.0142745295814235
GH43_31.hmm	group	T_GUS	-0.43969768660156	0.113268424538079	21	0	0.00100342498191412	0.0142745295814235
GH43_9.hmm	group	T_GUS	-0.267593685899855	0.0682994909600124	21	21	0.000924143345242762	0.0142745295814235
PL22_2.hmm	group	T_GUS	0.540286574718062	0.138964262335526	21	21	0.000989667893095539	0.0142745295814235
GH44.hmm	group	T_GUS	0.357693022505267	0.0926301961373794	21	21	0.00105125909141381	0.0144876643535465
GH13_4.hmm	group	T_GUS	-0.448848796439594	0.116998018450979	21	10	0.00111336289267545	0.0146299080815719
GH133.hmm	group	T_GUS	0.223609994082823	0.0585674860634685	21	21	0.00116110381599777	0.0146299080815719
GT25.hmm	group	T_GUS	-0.162383020038958	0.0424068080352362	21	21	0.00113183161741437	0.0146299080815719
CBM59.hmm	group	T_GUS	1.65701888858046	0.436774115566897	21	0	0.00122710785010572	0.0148738599617469
GH97.hmm	group	T_GUS	-0.0940661878416266	0.0248431926044271	21	21	0.00124792022354793	0.0148738599617469
GH145.hmm	group	T_GUS	0.281413957576244	0.0752385686132537	21	21	0.00138635126867696	0.0160889713022774
GH81.hmm	group	T_GUS	0.796526930404376	0.216874446893683	21	4	0.00161709509822004	0.0182856138029497
GT46.hmm	group	T_GUS	0.243535294471571	0.0666269329992475	21	8	0.00168305098429714	0.018555637101876
GT89.hmm	group	T_GUS	0.271292394074076	0.0745787390521351	21	21	0.00175165748816375	0.0188409988361027
GH143.hmm	group	T_GUS	0.531995841258307	0.147831505119678	21	1	0.00191425879070269	0.0200997173023782
CE12.hmm	group	T_GUS	0.278651093014074	0.0779549288159658	21	21	0.00202233942406157	0.0207407368839802
CBM50.hmm	group	T_GUS	-0.196209146726142	0.0557747816142863	21	21	0.00230006095331649	0.0221080918283284
CE4.hmm	group	T_GUS	-0.0685109748305645	0.0197019375209271	21	21	0.00252151464071288	0.0221080918283284
GH13_21.hmm	group	T_GUS	-0.435303714555686	0.124685417653453	21	7	0.0024435680518967	0.0221080918283284
GH30.hmm	group	T_GUS	-0.118290925614644	0.0340772488294492	21	21	0.0025567181025958	0.0221080918283284
GH43_11.hmm	group	T_GUS	0.274121483656179	0.077657975603755	21	21	0.002238365368936	0.0221080918283284
